Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;B365H;B365D;B365A;B365CH;B365CD;B365CA;AvgH;AvgD;AvgA;i ;Champion;ChampionshipAchieved;Win;Home;B365WinProb;B365CWinProb;AvgWinProb;GoalDiff;Points;AbsDays;Days
D1;01.12.19;M'gladbach;Freiburg;4;2;H;1.53;4.2;6;1.53;4.5;5.5;1.56;4.41;5.44;H;0;0;1;1;0.617556242;0.617977528;0.609567948;2;3;198;-198
D1;01.12.19;Wolfsburg;Werder Bremen;2;3;A;2.15;3.75;3;2;3.75;3.3;2.17;3.64;3.17;H;0;0;0;1;0.436681223;0.467422096;0.438462562;-1;0;198;-198
D1;02.12.19;Mainz;Ein Frankfurt;2;1;H;2.8;3.75;2.37;2.75;3.8;2.25;2.81;3.59;2.4;H;0;0;1;1;0.341518243;0.339454094;0.338574106;1;3;197;-197
D1;06.12.19;Ein Frankfurt;Hertha;2;2;D;1.8;3.9;4.2;1.72;4;4.33;1.83;3.91;4.11;H;0;0;0;1;0.529069767;0.547276887;0.522660968;0;1;193;-193
D1;07.12.19;Augsburg;Mainz;2;1;H;2.2;3.6;3.1;2.1;3.8;3.2;2.28;3.62;2.99;H;0;0;1;1;0.430888031;0.452717796;0.417994485;1;3;192;-192
D1;07.12.19;Dortmund;Fortuna Dusseldorf;5;0;H;1.33;5.5;8.5;1.3;5.5;8.5;1.3;5.75;9.24;H;0;0;1;1;0.715159859;0.71978445;0.73164686;5;3;192;-192
D1;07.12.19;Freiburg;Wolfsburg;1;0;H;2.9;3.5;2.4;3.25;3.5;2.15;2.88;3.36;2.46;H;0;0;1;1;0.329282634;0.290680831;0.330264672;1;3;192;-192
D1;07.12.19;M'gladbach;Bayern Munich;2;1;H;5.25;4.5;1.57;5;5.25;1.5;5.24;4.61;1.56;H;0;0;1;1;0.181467925;0.189189189;0.181962634;1;3;192;-192
D1;07.12.19;RB Leipzig;Hoffenheim;3;1;H;1.44;4.75;6.5;1.4;5;6.5;1.44;4.98;6.48;H;0;0;1;1;0.655868295;0.66872428;0.661647476;2;3;192;-192
D1;07.12.19;Leverkusen;Schalke 04;2;1;H;1.95;3.75;3.75;2;3.8;3.3;1.94;3.66;3.85;H;0;0;1;1;0.490196078;0.468960359;0.491653989;1;3;192;-192
D1;08.12.19;Union Berlin;FC Koln;2;0;H;2.15;3.5;3.3;2.1;3.5;3.4;2.18;3.47;3.29;H;0;0;1;1;0.441345052;0.450928382;0.436518042;2;3;191;-191
D1;08.12.19;Werder Bremen;Paderborn;0;1;A;1.53;4.5;5.75;1.5;5;5.5;1.53;4.63;5.49;H;0;0;0;1;0.622631294;0.63583815;0.621449161;-1;0;191;-191
D1;13.12.19;Hoffenheim;Augsburg;2;4;A;1.8;4;4.2;1.9;3.8;3.75;1.84;3.98;4.02;H;0;0;0;1;0.532319392;0.49833887;0.520827094;-2;0;186;-186
D1;14.12.19;Bayern Munich;Werder Bremen;6;1;H;1.14;9;15;1.12;10;17;1.15;8.74;16.7;H;1;0;1;1;0.831485588;0.848981223;0.833027041;5;3;185;-185
D1;14.12.19;FC Koln;Leverkusen;2;0;H;4.2;3.9;1.8;4;3.75;1.9;4.13;3.9;1.83;H;0;0;1;1;0.226744186;0.239697225;0.231706486;2;3;185;-185
